,eolbp,amount_of_factors,lbp_length,eras_long,eras_short,amount_of_months
5401,1975-05-31,30,12,1972-1990,1972-1985,53
5402,1975-06-30,30,12,1972-1990,1972-1985,51
5403,1975-07-31,30,12,1972-1990,1972-1985,51
5404,1975-08-31,30,12,1972-1990,1972-1985,49
5405,1975-09-30,30,12,1972-1990,1972-1985,49
5406,1975-10-31,30,12,1972-1990,1972-1985,46
5407,1975-11-30,30,12,1972-1990,1972-1985,46
5408,1975-12-31,30,12,1972-1990,1972-1985,45
5409,1976-01-31,30,12,1972-1990,1972-1985,45
5410,1976-02-29,30,12,1972-1990,1972-1985,44
5411,1976-03-31,30,12,1972-1990,1972-1985,43
5412,1976-04-30,30,12,1972-1990,1972-1985,41
5413,1976-05-31,30,12,1972-1990,1972-1985,33
5414,1976-06-30,30,12,1972-1990,1972-1985,24
5415,1976-07-31,30,12,1972-1990,1972-1985,21
5416,1976-08-31,30,12,1972-1990,1972-1985,22
5417,1976-09-30,30,12,1972-1990,1972-1985,21
5418,1976-10-31,30,12,1972-1990,1972-1985,28
5419,1976-11-30,30,12,1972-1990,1972-1985,34
5420,1976-12-31,30,12,1972-1990,1972-1985,33
5421,1977-01-31,30,12,1972-1990,1972-1985,32
5422,1977-02-28,30,12,1972-1990,1972-1985,14
5423,1977-03-31,30,12,1972-1990,1972-1985,13
5424,1977-04-30,30,12,1972-1990,1972-1985,30
5425,1977-05-31,30,12,1972-1990,1972-1985,21
5426,1977-06-30,30,12,1972-1990,1972-1985,28
5427,1977-07-31,30,12,1972-1990,1972-1985,27
5428,1977-08-31,30,12,1972-1990,1972-1985,26
5429,1977-09-30,30,12,1972-1990,1972-1985,27
5430,1977-10-31,30,12,1972-1990,1972-1985,27
5431,1977-11-30,30,12,1972-1990,1972-1985,31
5432,1977-12-31,30,12,1972-1990,1972-1985,34
5433,1978-01-31,30,12,1972-1990,1972-1985,114
5434,1978-02-28,30,12,1972-1990,1972-1985,111
5435,1978-03-31,30,12,1972-1990,1972-1985,144
5436,1978-04-30,30,12,1972-1990,1972-1985,42
5437,1978-05-31,30,12,1972-1990,1972-1985,14
5438,1978-06-30,30,12,1972-1990,1972-1985,12
5439,1978-07-31,30,12,1972-1990,1972-1985,0
5440,1978-08-31,30,12,1972-1990,1972-1985,0
5441,1978-09-30,30,12,1972-1990,1972-1985,37
5442,1978-10-31,30,12,1972-1990,1972-1985,63
5443,1978-11-30,30,12,1972-1990,1972-1985,35
5444,1978-12-31,30,12,1972-1990,1972-1985,34
5445,1979-01-31,30,12,1972-1990,1972-1985,33
5446,1979-02-28,30,12,1972-1990,1972-1985,32
5447,1979-03-31,30,12,1972-1990,1972-1985,29
5448,1979-04-30,30,12,1972-1990,1972-1985,30
5449,1979-05-31,30,12,1972-1990,1972-1985,128
5450,1979-06-30,30,12,1972-1990,1972-1985,96
5451,1979-07-31,30,12,1972-1990,1972-1985,0
5452,1979-08-31,30,12,1972-1990,1972-1985,0
5453,1979-09-30,30,12,1972-1990,1972-1985,327
5454,1979-10-31,30,12,1972-1990,1972-1985,22
5455,1979-11-30,30,12,1972-1990,1972-1985,21
5456,1979-12-31,30,12,1972-1990,1972-1985,21
5457,1980-01-31,30,12,1972-1990,1972-1985,19
5458,1980-02-29,30,12,1972-1990,1972-1985,18
5459,1980-03-31,30,12,1972-1990,1972-1985,17
5460,1980-04-30,30,12,1972-1990,1972-1985,18
5461,1980-05-31,30,12,1972-1990,1972-1985,17
5462,1980-06-30,30,12,1972-1990,1972-1985,14
5463,1980-07-31,30,12,1972-1990,1972-1985,13
5464,1980-08-31,30,12,1972-1990,1972-1985,12
5465,1980-09-30,30,12,1972-1990,1972-1985,0
5466,1980-10-31,30,12,1972-1990,1972-1985,0
5467,1980-11-30,30,12,1972-1990,1972-1985,0
5468,1980-12-31,30,12,1972-1990,1972-1985,0
5469,1981-01-31,30,12,1972-1990,1972-1985,0
5470,1981-02-28,30,12,1972-1990,1972-1985,31
5471,1981-03-31,30,12,1972-1990,1972-1985,30
5472,1981-04-30,30,12,1972-1990,1972-1985,0
5473,1981-05-31,30,12,1972-1990,1972-1985,0
5474,1981-06-30,30,12,1972-1990,1972-1985,31
5475,1981-07-31,30,12,1972-1990,1972-1985,71
5476,1981-08-31,30,12,1972-1990,1972-1985,20
5477,1981-09-30,30,12,1972-1990,1972-1985,16
5478,1981-10-31,30,12,1972-1990,1972-1985,15
5479,1981-11-30,30,12,1972-1990,1972-1985,14
5480,1981-12-31,30,12,1972-1990,1972-1985,13
5481,1982-01-31,30,12,1972-1990,1972-1985,12
5482,1982-02-28,30,12,1972-1990,1972-1985,12
5483,1982-03-31,30,12,1972-1990,1972-1985,0
5484,1982-04-30,30,12,1972-1990,1972-1985,12
5485,1982-05-31,30,12,1972-1990,1972-1985,0
5486,1982-06-30,30,12,1972-1990,1972-1985,0
5487,1982-07-31,30,12,1972-1990,1972-1985,0
5488,1982-08-31,30,12,1972-1990,1972-1985,0
5489,1982-09-30,30,12,1972-1990,1972-1985,0
5490,1982-10-31,30,12,1972-1990,1972-1985,72
5491,1982-11-30,30,12,1972-1990,1972-1985,67
5492,1982-12-31,30,12,1972-1990,1972-1985,66
5493,1983-01-31,30,12,1972-1990,1972-1985,65
5494,1983-02-28,30,12,1972-1990,1972-1985,0
5495,1983-03-31,30,12,1972-1990,1972-1985,65
5496,1983-04-30,30,12,1972-1990,1972-1985,64
5497,1983-05-31,30,12,1972-1990,1972-1985,0
5498,1983-06-30,30,12,1972-1990,1972-1985,0
5499,1983-07-31,30,12,1972-1990,1972-1985,0
5500,1983-08-31,30,12,1972-1990,1972-1985,36
5501,1983-09-30,30,12,1972-1990,1972-1985,14
5502,1983-10-31,30,12,1972-1990,1972-1985,71
5503,1983-11-30,30,12,1972-1990,1972-1985,71
5504,1983-12-31,30,12,1972-1990,1972-1985,70
5505,1984-01-31,30,12,1972-1990,1972-1985,42
5506,1984-02-29,30,12,1972-1990,1972-1985,26
5507,1984-03-31,30,12,1972-1990,1972-1985,41
5508,1984-04-30,30,12,1972-1990,1972-1985,39
5509,1984-05-31,30,12,1972-1990,1972-1985,38
5510,1984-06-30,30,12,1972-1990,1972-1985,36
5511,1984-07-31,30,12,1972-1990,1972-1985,35
5512,1984-08-31,30,12,1972-1990,1972-1985,34
5513,1984-09-30,30,12,1972-1990,1972-1985,34
5514,1984-10-31,30,12,1972-1990,1972-1985,33
5515,1984-11-30,30,12,1972-1990,1972-1985,31
5516,1984-12-31,30,12,1972-1990,1972-1985,30
5517,1985-01-31,30,12,1972-1990,1972-1985,29
5518,1985-02-28,30,12,1972-1990,1972-1985,28
5519,1985-03-31,30,12,1972-1990,1972-1985,26
5520,1985-04-30,30,12,1972-1990,1972-1985,26
5521,1985-05-31,30,12,1972-1990,1972-1985,25
5522,1985-06-30,30,12,1972-1990,1972-1985,24
5523,1985-07-31,30,12,1972-1990,1972-1985,24
5524,1985-08-31,30,12,1972-1990,1972-1985,23
5525,1985-09-30,30,12,1972-1990,1972-1985,23
5526,1985-10-31,30,12,1972-1990,1972-1985,69
5527,1985-11-30,30,12,1972-1990,1972-1985,37
5528,1985-12-31,30,12,1972-1990,1972-1985,68
5529,1986-01-31,30,12,1972-1990,1986-1990,18
5530,1986-02-28,30,12,1972-1990,1986-1990,16
5531,1986-03-31,30,12,1972-1990,1986-1990,14
5532,1986-04-30,30,12,1972-1990,1986-1990,14
5533,1986-05-31,30,12,1972-1990,1986-1990,13
5534,1986-06-30,30,12,1972-1990,1986-1990,0
5535,1986-07-31,30,12,1972-1990,1986-1990,0
5536,1986-08-31,30,12,1972-1990,1986-1990,0
5537,1986-09-30,30,12,1972-1990,1986-1990,0
5538,1986-10-31,30,12,1972-1990,1986-1990,26
5539,1986-11-30,30,12,1972-1990,1986-1990,57
5540,1986-12-31,30,12,1972-1990,1986-1990,55
5541,1987-01-31,30,12,1972-1990,1986-1990,24
5542,1987-02-28,30,12,1972-1990,1986-1990,21
5543,1987-03-31,30,12,1972-1990,1986-1990,26
5544,1987-04-30,30,12,1972-1990,1986-1990,53
5545,1987-05-31,30,12,1972-1990,1986-1990,52
5546,1987-06-30,30,12,1972-1990,1986-1990,50
5547,1987-07-31,30,12,1972-1990,1986-1990,50
5548,1987-08-31,30,12,1972-1990,1986-1990,21
5549,1987-09-30,30,12,1972-1990,1986-1990,0
5550,1987-10-31,30,12,1972-1990,1986-1990,46
5551,1987-11-30,30,12,1972-1990,1986-1990,38
5552,1987-12-31,30,12,1972-1990,1986-1990,53
5553,1988-01-31,30,12,1972-1990,1986-1990,36
5554,1988-02-29,30,12,1972-1990,1986-1990,27
5555,1988-03-31,30,12,1972-1990,1986-1990,25
5556,1988-04-30,30,12,1972-1990,1986-1990,24
5557,1988-05-31,30,12,1972-1990,1986-1990,23
5558,1988-06-30,30,12,1972-1990,1986-1990,21
5559,1988-07-31,30,12,1972-1990,1986-1990,20
5560,1988-08-31,30,12,1972-1990,1986-1990,14
5561,1988-09-30,30,12,1972-1990,1986-1990,17
5562,1988-10-31,30,12,1972-1990,1986-1990,0
5563,1988-11-30,30,12,1972-1990,1986-1990,0
5564,1988-12-31,30,12,1972-1990,1986-1990,14
5565,1989-01-31,30,12,1972-1990,1986-1990,12
5566,1989-02-28,30,12,1972-1990,1986-1990,12
5567,1989-03-31,30,12,1972-1990,1986-1990,0
5568,1989-04-30,30,12,1972-1990,1986-1990,12
5569,1989-05-31,30,12,1972-1990,1986-1990,12
5570,1989-06-30,30,12,1972-1990,1986-1990,0
5571,1989-07-31,30,12,1972-1990,1986-1990,23
5572,1989-08-31,30,12,1972-1990,1986-1990,24
5573,1989-09-30,30,12,1972-1990,1986-1990,22
5574,1989-10-31,30,12,1972-1990,1986-1990,22
5575,1989-11-30,30,12,1972-1990,1986-1990,21
5576,1989-12-31,30,12,1972-1990,1986-1990,19
5577,1990-01-31,30,12,1972-1990,1986-1990,17
5578,1990-02-28,30,12,1972-1990,1986-1990,16
5579,1990-03-31,30,12,1972-1990,1986-1990,17
5580,1990-04-30,30,12,1972-1990,1986-1990,16
5581,1990-05-31,30,12,1972-1990,1986-1990,16
5582,1990-06-30,30,12,1972-1990,1986-1990,22
5583,1990-07-31,30,12,1972-1990,1986-1990,14
5584,1990-08-31,30,12,1972-1990,1986-1990,12
5585,1990-09-30,30,12,1972-1990,1986-1990,0
5586,1990-10-31,30,12,1972-1990,1986-1990,0
5587,1990-11-30,30,12,1972-1990,1986-1990,13
5588,1990-12-31,30,12,1972-1990,1986-1990,17
5589,1991-01-31,30,12,1991-2005,1991-1995,16
5590,1991-02-28,30,12,1991-2005,1991-1995,15
5591,1991-03-31,30,12,1991-2005,1991-1995,14
5592,1991-04-30,30,12,1991-2005,1991-1995,19
5593,1991-05-31,30,12,1991-2005,1991-1995,20
5594,1991-06-30,30,12,1991-2005,1991-1995,24
5595,1991-07-31,30,12,1991-2005,1991-1995,18
5596,1991-08-31,30,12,1991-2005,1991-1995,17
5597,1991-09-30,30,12,1991-2005,1991-1995,16
5598,1991-10-31,30,12,1991-2005,1991-1995,15
5599,1991-11-30,30,12,1991-2005,1991-1995,14
5600,1991-12-31,30,12,1991-2005,1991-1995,13
5601,1992-01-31,30,12,1991-2005,1991-1995,12
5602,1992-02-29,30,12,1991-2005,1991-1995,0
5603,1992-03-31,30,12,1991-2005,1991-1995,106
5604,1992-04-30,30,12,1991-2005,1991-1995,38
5605,1992-05-31,30,12,1991-2005,1991-1995,37
5606,1992-06-30,30,12,1991-2005,1991-1995,35
5607,1992-07-31,30,12,1991-2005,1991-1995,34
5608,1992-08-31,30,12,1991-2005,1991-1995,17
5609,1992-09-30,30,12,1991-2005,1991-1995,16
5610,1992-10-31,30,12,1991-2005,1991-1995,15
5611,1992-11-30,30,12,1991-2005,1991-1995,41
5612,1992-12-31,30,12,1991-2005,1991-1995,30
5613,1993-01-31,30,12,1991-2005,1991-1995,28
5614,1993-02-28,30,12,1991-2005,1991-1995,0
5615,1993-03-31,30,12,1991-2005,1991-1995,26
5616,1993-04-30,30,12,1991-2005,1991-1995,25
5617,1993-05-31,30,12,1991-2005,1991-1995,25
5618,1993-06-30,30,12,1991-2005,1991-1995,73
5619,1993-07-31,30,12,1991-2005,1991-1995,22
5620,1993-08-31,30,12,1991-2005,1991-1995,136
5621,1993-09-30,30,12,1991-2005,1991-1995,87
5622,1993-10-31,30,12,1991-2005,1991-1995,134
5623,1993-11-30,30,12,1991-2005,1991-1995,18
5624,1993-12-31,30,12,1991-2005,1991-1995,18
5625,1994-01-31,30,12,1991-2005,1991-1995,27
5626,1994-02-28,30,12,1991-2005,1991-1995,28
5627,1994-03-31,30,12,1991-2005,1991-1995,27
5628,1994-04-30,30,12,1991-2005,1991-1995,123
5629,1994-05-31,30,12,1991-2005,1991-1995,23
5630,1994-06-30,30,12,1991-2005,1991-1995,22
5631,1994-07-31,30,12,1991-2005,1991-1995,21
5632,1994-08-31,30,12,1991-2005,1991-1995,61
5633,1994-09-30,30,12,1991-2005,1991-1995,19
5634,1994-10-31,30,12,1991-2005,1991-1995,61
5635,1994-11-30,30,12,1991-2005,1991-1995,61
5636,1994-12-31,30,12,1991-2005,1991-1995,59
5637,1995-01-31,30,12,1991-2005,1991-1995,14
5638,1995-02-28,30,12,1991-2005,1991-1995,13
5639,1995-03-31,30,12,1991-2005,1991-1995,55
5640,1995-04-30,30,12,1991-2005,1991-1995,57
5641,1995-05-31,30,12,1991-2005,1991-1995,56
5642,1995-06-30,30,12,1991-2005,1991-1995,12
5643,1995-07-31,30,12,1991-2005,1991-1995,0
5644,1995-08-31,30,12,1991-2005,1991-1995,13
5645,1995-09-30,30,12,1991-2005,1991-1995,95
5646,1995-10-31,30,12,1991-2005,1991-1995,95
5647,1995-11-30,30,12,1991-2005,1991-1995,96
5648,1995-12-31,30,12,1991-2005,1991-1995,97
5649,1996-01-31,30,12,1991-2005,1996-2000,92
5650,1996-02-29,30,12,1991-2005,1996-2000,95
5651,1996-03-31,30,12,1991-2005,1996-2000,100
5652,1996-04-30,30,12,1991-2005,1996-2000,0
5653,1996-05-31,30,12,1991-2005,1996-2000,0
5654,1996-06-30,30,12,1991-2005,1996-2000,86
5655,1996-07-31,30,12,1991-2005,1996-2000,29
5656,1996-08-31,30,12,1991-2005,1996-2000,28
5657,1996-09-30,30,12,1991-2005,1996-2000,31
5658,1996-10-31,30,12,1991-2005,1996-2000,26
5659,1996-11-30,30,12,1991-2005,1996-2000,24
5660,1996-12-31,30,12,1991-2005,1996-2000,24
5661,1997-01-31,30,12,1991-2005,1996-2000,23
5662,1997-02-28,30,12,1991-2005,1996-2000,21
5663,1997-03-31,30,12,1991-2005,1996-2000,20
5664,1997-04-30,30,12,1991-2005,1996-2000,19
5665,1997-05-31,30,12,1991-2005,1996-2000,18
5666,1997-06-30,30,12,1991-2005,1996-2000,17
5667,1997-07-31,30,12,1991-2005,1996-2000,17
5668,1997-08-31,30,12,1991-2005,1996-2000,16
5669,1997-09-30,30,12,1991-2005,1996-2000,14
5670,1997-10-31,30,12,1991-2005,1996-2000,13
5671,1997-11-30,30,12,1991-2005,1996-2000,12
5672,1997-12-31,30,12,1991-2005,1996-2000,0
5673,1998-01-31,30,12,1991-2005,1996-2000,0
5674,1998-02-28,30,12,1991-2005,1996-2000,13
5675,1998-03-31,30,12,1991-2005,1996-2000,14
5676,1998-04-30,30,12,1991-2005,1996-2000,100
5677,1998-05-31,30,12,1991-2005,1996-2000,0
5678,1998-06-30,30,12,1991-2005,1996-2000,0
5679,1998-07-31,30,12,1991-2005,1996-2000,0
5680,1998-08-31,30,12,1991-2005,1996-2000,0
5681,1998-09-30,30,12,1991-2005,1996-2000,0
5682,1998-10-31,30,12,1991-2005,1996-2000,0
5683,1998-11-30,30,12,1991-2005,1996-2000,12
5684,1998-12-31,30,12,1991-2005,1996-2000,25
5685,1999-01-31,30,12,1991-2005,1996-2000,22
5686,1999-02-28,30,12,1991-2005,1996-2000,22
5687,1999-03-31,30,12,1991-2005,1996-2000,20
5688,1999-04-30,30,12,1991-2005,1996-2000,19
5689,1999-05-31,30,12,1991-2005,1996-2000,18
5690,1999-06-30,30,12,1991-2005,1996-2000,17
5691,1999-07-31,30,12,1991-2005,1996-2000,16
5692,1999-08-31,30,12,1991-2005,1996-2000,15
5693,1999-09-30,30,12,1991-2005,1996-2000,14
5694,1999-10-31,30,12,1991-2005,1996-2000,13
5695,1999-11-30,30,12,1991-2005,1996-2000,0
5696,1999-12-31,30,12,1991-2005,1996-2000,0
5697,2000-01-31,30,12,1991-2005,1996-2000,0
5698,2000-02-29,30,12,1991-2005,1996-2000,0
5699,2000-03-31,30,12,1991-2005,1996-2000,0
5700,2000-04-30,30,12,1991-2005,1996-2000,0
5701,2000-05-31,30,12,1991-2005,1996-2000,0
5702,2000-06-30,30,12,1991-2005,1996-2000,0
5703,2000-07-31,30,12,1991-2005,1996-2000,0
5704,2000-08-31,30,12,1991-2005,1996-2000,0
5705,2000-09-30,30,12,1991-2005,1996-2000,0
5706,2000-10-31,30,12,1991-2005,1996-2000,39
5707,2000-11-30,30,12,1991-2005,1996-2000,30
5708,2000-12-31,30,12,1991-2005,1996-2000,28
5709,2001-01-31,30,12,1991-2005,2001-2005,28
5710,2001-02-28,30,12,1991-2005,2001-2005,26
5711,2001-03-31,30,12,1991-2005,2001-2005,25
5712,2001-04-30,30,12,1991-2005,2001-2005,24
5713,2001-05-31,30,12,1991-2005,2001-2005,24
5714,2001-06-30,30,12,1991-2005,2001-2005,22
5715,2001-07-31,30,12,1991-2005,2001-2005,21
5716,2001-08-31,30,12,1991-2005,2001-2005,20
5717,2001-09-30,30,12,1991-2005,2001-2005,19
5718,2001-10-31,30,12,1991-2005,2001-2005,18
5719,2001-11-30,30,12,1991-2005,2001-2005,18
5720,2001-12-31,30,12,1991-2005,2001-2005,43
5721,2002-01-31,30,12,1991-2005,2001-2005,15
5722,2002-02-28,30,12,1991-2005,2001-2005,14
5723,2002-03-31,30,12,1991-2005,2001-2005,14
5724,2002-04-30,30,12,1991-2005,2001-2005,12
5725,2002-05-31,30,12,1991-2005,2001-2005,0
5726,2002-06-30,30,12,1991-2005,2001-2005,0
5727,2002-07-31,30,12,1991-2005,2001-2005,0
5728,2002-08-31,30,12,1991-2005,2001-2005,0
5729,2002-09-30,30,12,1991-2005,2001-2005,0
5730,2002-10-31,30,12,1991-2005,2001-2005,0
5731,2002-11-30,30,12,1991-2005,2001-2005,0
5732,2002-12-31,30,12,1991-2005,2001-2005,0
5733,2003-01-31,30,12,1991-2005,2001-2005,0
5734,2003-02-28,30,12,1991-2005,2001-2005,0
5735,2003-03-31,30,12,1991-2005,2001-2005,0
5736,2003-04-30,30,12,1991-2005,2001-2005,0
5737,2003-05-31,30,12,1991-2005,2001-2005,15
5738,2003-06-30,30,12,1991-2005,2001-2005,12
5739,2003-07-31,30,12,1991-2005,2001-2005,0
5740,2003-08-31,30,12,1991-2005,2001-2005,0
5741,2003-09-30,30,12,1991-2005,2001-2005,0
5742,2003-10-31,30,12,1991-2005,2001-2005,0
5743,2003-11-30,30,12,1991-2005,2001-2005,0
5744,2003-12-31,30,12,1991-2005,2001-2005,0
5745,2004-01-31,30,12,1991-2005,2001-2005,0
5746,2004-02-29,30,12,1991-2005,2001-2005,0
5747,2004-03-31,30,12,1991-2005,2001-2005,0
5748,2004-04-30,30,12,1991-2005,2001-2005,39
5749,2004-05-31,30,12,1991-2005,2001-2005,39
5750,2004-06-30,30,12,1991-2005,2001-2005,37
5751,2004-07-31,30,12,1991-2005,2001-2005,17
5752,2004-08-31,30,12,1991-2005,2001-2005,0
5753,2004-09-30,30,12,1991-2005,2001-2005,15
5754,2004-10-31,30,12,1991-2005,2001-2005,14
5755,2004-11-30,30,12,1991-2005,2001-2005,13
5756,2004-12-31,30,12,1991-2005,2001-2005,14
5757,2005-01-31,30,12,1991-2005,2001-2005,0
5758,2005-02-28,30,12,1991-2005,2001-2005,12
5759,2005-03-31,30,12,1991-2005,2001-2005,0
5760,2005-04-30,30,12,1991-2005,2001-2005,0
5761,2005-05-31,30,12,1991-2005,2001-2005,25
5762,2005-06-30,30,12,1991-2005,2001-2005,24
5763,2005-07-31,30,12,1991-2005,2001-2005,44
5764,2005-08-31,30,12,1991-2005,2001-2005,12
5765,2005-09-30,30,12,1991-2005,2001-2005,0
5766,2005-10-31,30,12,1991-2005,2001-2005,14
5767,2005-11-30,30,12,1991-2005,2001-2005,0
5768,2005-12-31,30,12,1991-2005,2001-2005,0
5769,2006-01-31,30,12,2006-2021,2006-2010,0
5770,2006-02-28,30,12,2006-2021,2006-2010,0
5771,2006-03-31,30,12,2006-2021,2006-2010,0
5772,2006-04-30,30,12,2006-2021,2006-2010,0
5773,2006-05-31,30,12,2006-2021,2006-2010,0
5774,2006-06-30,30,12,2006-2021,2006-2010,0
5775,2006-07-31,30,12,2006-2021,2006-2010,0
5776,2006-08-31,30,12,2006-2021,2006-2010,0
5777,2006-09-30,30,12,2006-2021,2006-2010,0
5778,2006-10-31,30,12,2006-2021,2006-2010,0
5779,2006-11-30,30,12,2006-2021,2006-2010,0
5780,2006-12-31,30,12,2006-2021,2006-2010,0
5781,2007-01-31,30,12,2006-2021,2006-2010,0
5782,2007-02-28,30,12,2006-2021,2006-2010,0
5783,2007-03-31,30,12,2006-2021,2006-2010,0
5784,2007-04-30,30,12,2006-2021,2006-2010,0
5785,2007-05-31,30,12,2006-2021,2006-2010,0
5786,2007-06-30,30,12,2006-2021,2006-2010,0
5787,2007-07-31,30,12,2006-2021,2006-2010,30
5788,2007-08-31,30,12,2006-2021,2006-2010,21
5789,2007-09-30,30,12,2006-2021,2006-2010,18
5790,2007-10-31,30,12,2006-2021,2006-2010,17
5791,2007-11-30,30,12,2006-2021,2006-2010,17
5792,2007-12-31,30,12,2006-2021,2006-2010,16
5793,2008-01-31,30,12,2006-2021,2006-2010,15
5794,2008-02-29,30,12,2006-2021,2006-2010,14
5795,2008-03-31,30,12,2006-2021,2006-2010,13
5796,2008-04-30,30,12,2006-2021,2006-2010,12
5797,2008-05-31,30,12,2006-2021,2006-2010,0
5798,2008-06-30,30,12,2006-2021,2006-2010,0
5799,2008-07-31,30,12,2006-2021,2006-2010,0
5800,2008-08-31,30,12,2006-2021,2006-2010,0
5801,2008-09-30,30,12,2006-2021,2006-2010,0
5802,2008-10-31,30,12,2006-2021,2006-2010,0
5803,2008-11-30,30,12,2006-2021,2006-2010,0
5804,2008-12-31,30,12,2006-2021,2006-2010,0
5805,2009-01-31,30,12,2006-2021,2006-2010,0
5806,2009-02-28,30,12,2006-2021,2006-2010,0
5807,2009-03-31,30,12,2006-2021,2006-2010,0
5808,2009-04-30,30,12,2006-2021,2006-2010,0
5809,2009-05-31,30,12,2006-2021,2006-2010,18
5810,2009-06-30,30,12,2006-2021,2006-2010,16
5811,2009-07-31,30,12,2006-2021,2006-2010,15
5812,2009-08-31,30,12,2006-2021,2006-2010,14
5813,2009-09-30,30,12,2006-2021,2006-2010,18
5814,2009-10-31,30,12,2006-2021,2006-2010,22
5815,2009-11-30,30,12,2006-2021,2006-2010,21
5816,2009-12-31,30,12,2006-2021,2006-2010,20
5817,2010-01-31,30,12,2006-2021,2006-2010,13
5818,2010-02-28,30,12,2006-2021,2006-2010,12
5819,2010-03-31,30,12,2006-2021,2006-2010,0
5820,2010-04-30,30,12,2006-2021,2006-2010,0
5821,2010-05-31,30,12,2006-2021,2006-2010,0
5822,2010-06-30,30,12,2006-2021,2006-2010,0
5823,2010-07-31,30,12,2006-2021,2006-2010,0
5824,2010-08-31,30,12,2006-2021,2006-2010,32
5825,2010-09-30,30,12,2006-2021,2006-2010,30
5826,2010-10-31,30,12,2006-2021,2006-2010,12
5827,2010-11-30,30,12,2006-2021,2006-2010,45
5828,2010-12-31,30,12,2006-2021,2006-2010,45
5829,2011-01-31,30,12,2006-2021,2011-2015,48
5830,2011-02-28,30,12,2006-2021,2011-2015,12
5831,2011-03-31,30,12,2006-2021,2011-2015,16
5832,2011-04-30,30,12,2006-2021,2011-2015,16
5833,2011-05-31,30,12,2006-2021,2011-2015,16
5834,2011-06-30,30,12,2006-2021,2011-2015,15
5835,2011-07-31,30,12,2006-2021,2011-2015,13
5836,2011-08-31,30,12,2006-2021,2011-2015,13
5837,2011-09-30,30,12,2006-2021,2011-2015,0
5838,2011-10-31,30,12,2006-2021,2011-2015,0
5839,2011-11-30,30,12,2006-2021,2011-2015,12
5840,2011-12-31,30,12,2006-2021,2011-2015,0
5841,2012-01-31,30,12,2006-2021,2011-2015,15
5842,2012-02-29,30,12,2006-2021,2011-2015,14
5843,2012-03-31,30,12,2006-2021,2011-2015,13
5844,2012-04-30,30,12,2006-2021,2011-2015,12
5845,2012-05-31,30,12,2006-2021,2011-2015,0
5846,2012-06-30,30,12,2006-2021,2011-2015,0
5847,2012-07-31,30,12,2006-2021,2011-2015,0
5848,2012-08-31,30,12,2006-2021,2011-2015,17
5849,2012-09-30,30,12,2006-2021,2011-2015,29
5850,2012-10-31,30,12,2006-2021,2011-2015,15
5851,2012-11-30,30,12,2006-2021,2011-2015,28
5852,2012-12-31,30,12,2006-2021,2011-2015,27
5853,2013-01-31,30,12,2006-2021,2011-2015,25
5854,2013-02-28,30,12,2006-2021,2011-2015,0
5855,2013-03-31,30,12,2006-2021,2011-2015,24
5856,2013-04-30,30,12,2006-2021,2011-2015,22
5857,2013-05-31,30,12,2006-2021,2011-2015,21
5858,2013-06-30,30,12,2006-2021,2011-2015,20
5859,2013-07-31,30,12,2006-2021,2011-2015,23
5860,2013-08-31,30,12,2006-2021,2011-2015,22
5861,2013-09-30,30,12,2006-2021,2011-2015,63
5862,2013-10-31,30,12,2006-2021,2011-2015,63
5863,2013-11-30,30,12,2006-2021,2011-2015,61
5864,2013-12-31,30,12,2006-2021,2011-2015,36
5865,2014-01-31,30,12,2006-2021,2011-2015,34
5866,2014-02-28,30,12,2006-2021,2011-2015,28
5867,2014-03-31,30,12,2006-2021,2011-2015,61
5868,2014-04-30,30,12,2006-2021,2011-2015,55
5869,2014-05-31,30,12,2006-2021,2011-2015,27
5870,2014-06-30,30,12,2006-2021,2011-2015,0
5871,2014-07-31,30,12,2006-2021,2011-2015,0
5872,2014-08-31,30,12,2006-2021,2011-2015,0
5873,2014-09-30,30,12,2006-2021,2011-2015,27
5874,2014-10-31,30,12,2006-2021,2011-2015,22
5875,2014-11-30,30,12,2006-2021,2011-2015,21
5876,2014-12-31,30,12,2006-2021,2011-2015,20
5877,2015-01-31,30,12,2006-2021,2011-2015,19
5878,2015-02-28,30,12,2006-2021,2011-2015,18
5879,2015-03-31,30,12,2006-2021,2011-2015,17
5880,2015-04-30,30,12,2006-2021,2011-2015,16
5881,2015-05-31,30,12,2006-2021,2011-2015,15
5882,2015-06-30,30,12,2006-2021,2011-2015,14
5883,2015-07-31,30,12,2006-2021,2011-2015,13
5884,2015-08-31,30,12,2006-2021,2011-2015,12
5885,2015-09-30,30,12,2006-2021,2011-2015,0
5886,2015-10-31,30,12,2006-2021,2011-2015,0
5887,2015-11-30,30,12,2006-2021,2011-2015,0
5888,2015-12-31,30,12,2006-2021,2011-2015,0
5889,2016-01-31,30,12,2006-2021,2016-2021,0
5890,2016-02-29,30,12,2006-2021,2016-2021,0
5891,2016-03-31,30,12,2006-2021,2016-2021,0
5892,2016-04-30,30,12,2006-2021,2016-2021,0
5893,2016-05-31,30,12,2006-2021,2016-2021,12
5894,2016-06-30,30,12,2006-2021,2016-2021,0
5895,2016-07-31,30,12,2006-2021,2016-2021,0
5896,2016-08-31,30,12,2006-2021,2016-2021,0
